,context,question,answer
71,"Beyoncé is believed to have first started a relationship with Jay Z after a collaboration on ""'03 Bonnie & Clyde"", which appeared on his seventh album The Blueprint 2: The Gift & The Curse (2002). Beyoncé appeared as Jay Z's girlfriend in the music video for the song, which would further fuel speculation of their relationship. On April 4, 2008, Beyoncé and Jay Z were married without publicity. As of April 2014, the couple have sold a combined 300 million records together. The couple are known for their private relationship, although they have appeared to become more relaxed in recent years. Beyoncé suffered a miscarriage in 2010 or 2011, describing it as ""the saddest thing"" she had ever endured. She returned to the studio and wrote music in order to cope with the loss. In April 2011, Beyoncé and Jay Z traveled to Paris in order to shoot the album cover for her 4, and unexpectedly became pregnant in Paris.","paris beyonce is believed to have first started a relationship with jay z after a collaboration on ""'03 bonnie & clyde "", which appeared on his seventh album the blueprint 2 : the gift & the curse ( 2002 ). beyonce appeared as jay z's girlfriend in the music video for the song, which would further fuel speculation of their relationship. on april 4, 2008, beyonce and jay z were married without publicity. as of april 2014, the couple have sold a combined 300 million records together. the couple are known for their private relationship, although they have appeared to become more relaxed in recent years. beyonce suffered a miscarriage in 2010 or 2011, describing it as "" the saddest thing "" she had ever endured. she returned to the studio and wrote music in order to cope with the loss. in april 2011, beyonce and jay z traveled to paris in order to shoot the album cover for her 4, and unexpectedly became pregnant in paris.",Paris
72,"Beyoncé is believed to have first started a relationship with Jay Z after a collaboration on ""'03 Bonnie & Clyde"", which appeared on his seventh album The Blueprint 2: The Gift & The Curse (2002). Beyoncé appeared as Jay Z's girlfriend in the music video for the song, which would further fuel speculation of their relationship. On April 4, 2008, Beyoncé and Jay Z were married without publicity. As of April 2014, the couple have sold a combined 300 million records together. The couple are known for their private relationship, although they have appeared to become more relaxed in recent years. Beyoncé suffered a miscarriage in 2010 or 2011, describing it as ""the saddest thing"" she had ever endured. She returned to the studio and wrote music in order to cope with the loss. In April 2011, Beyoncé and Jay Z traveled to Paris in order to shoot the album cover for her 4, and unexpectedly became pregnant in Paris.","' 03 bonnie & clyde beyonce is believed to have first started a relationship with jay z after a collaboration on ""'03 bonnie & clyde "", which appeared on his seventh album the blueprint 2 : the gift & the curse ( 2002 ). beyonce appeared as jay z's girlfriend in the music video for the song, which would further fuel speculation of their relationship. on april 4, 2008, beyonce and jay z were married without publicity. as of april 2014, the couple have sold a combined 300 million records together. the couple are known for their private relationship, although they have appeared to become more relaxed in recent years. beyonce suffered a miscarriage in 2010 or 2011, describing it as "" the saddest thing "" she had ever endured. she returned to the studio and wrote music in order to cope with the loss. in april 2011, beyonce and jay z traveled to paris in order to shoot the album cover for her 4, and unexpectedly became pregnant in paris.",'03 Bonnie & Clyde
73,"Beyoncé is believed to have first started a relationship with Jay Z after a collaboration on ""'03 Bonnie & Clyde"", which appeared on his seventh album The Blueprint 2: The Gift & The Curse (2002). Beyoncé appeared as Jay Z's girlfriend in the music video for the song, which would further fuel speculation of their relationship. On April 4, 2008, Beyoncé and Jay Z were married without publicity. As of April 2014, the couple have sold a combined 300 million records together. The couple are known for their private relationship, although they have appeared to become more relaxed in recent years. Beyoncé suffered a miscarriage in 2010 or 2011, describing it as ""the saddest thing"" she had ever endured. She returned to the studio and wrote music in order to cope with the loss. In April 2011, Beyoncé and Jay Z traveled to Paris in order to shoot the album cover for her 4, and unexpectedly became pregnant in Paris.","april 4, 2008 beyonce is believed to have first started a relationship with jay z after a collaboration on ""'03 bonnie & clyde "", which appeared on his seventh album the blueprint 2 : the gift & the curse ( 2002 ). beyonce appeared as jay z's girlfriend in the music video for the song, which would further fuel speculation of their relationship. on april 4, 2008, beyonce and jay z were married without publicity. as of april 2014, the couple have sold a combined 300 million records together. the couple are known for their private relationship, although they have appeared to become more relaxed in recent years. beyonce suffered a miscarriage in 2010 or 2011, describing it as "" the saddest thing "" she had ever endured. she returned to the studio and wrote music in order to cope with the loss. in april 2011, beyonce and jay z traveled to paris in order to shoot the album cover for her 4, and unexpectedly became pregnant in paris.","April 4, 2008"
74,"Beyoncé is believed to have first started a relationship with Jay Z after a collaboration on ""'03 Bonnie & Clyde"", which appeared on his seventh album The Blueprint 2: The Gift & The Curse (2002). Beyoncé appeared as Jay Z's girlfriend in the music video for the song, which would further fuel speculation of their relationship. On April 4, 2008, Beyoncé and Jay Z were married without publicity. As of April 2014, the couple have sold a combined 300 million records together. The couple are known for their private relationship, although they have appeared to become more relaxed in recent years. Beyoncé suffered a miscarriage in 2010 or 2011, describing it as ""the saddest thing"" she had ever endured. She returned to the studio and wrote music in order to cope with the loss. In April 2011, Beyoncé and Jay Z traveled to Paris in order to shoot the album cover for her 4, and unexpectedly became pregnant in Paris.","300 million beyonce is believed to have first started a relationship with jay z after a collaboration on ""'03 bonnie & clyde "", which appeared on his seventh album the blueprint 2 : the gift & the curse ( 2002 ). beyonce appeared as jay z's girlfriend in the music video for the song, which would further fuel speculation of their relationship. on april 4, 2008, beyonce and jay z were married without publicity. as of april 2014, the couple have sold a combined 300 million records together. the couple are known for their private relationship, although they have appeared to become more relaxed in recent years. beyonce suffered a miscarriage in 2010 or 2011, describing it as "" the saddest thing "" she had ever endured. she returned to the studio and wrote music in order to cope with the loss. in april 2011, beyonce and jay z traveled to paris in order to shoot the album cover for her 4, and unexpectedly became pregnant in paris.",300 million
75,"Beyoncé is believed to have first started a relationship with Jay Z after a collaboration on ""'03 Bonnie & Clyde"", which appeared on his seventh album The Blueprint 2: The Gift & The Curse (2002). Beyoncé appeared as Jay Z's girlfriend in the music video for the song, which would further fuel speculation of their relationship. On April 4, 2008, Beyoncé and Jay Z were married without publicity. As of April 2014, the couple have sold a combined 300 million records together. The couple are known for their private relationship, although they have appeared to become more relaxed in recent years. Beyoncé suffered a miscarriage in 2010 or 2011, describing it as ""the saddest thing"" she had ever endured. She returned to the studio and wrote music in order to cope with the loss. In April 2011, Beyoncé and Jay Z traveled to Paris in order to shoot the album cover for her 4, and unexpectedly became pregnant in Paris.","miscarriage beyonce is believed to have first started a relationship with jay z after a collaboration on ""'03 bonnie & clyde "", which appeared on his seventh album the blueprint 2 : the gift & the curse ( 2002 ). beyonce appeared as jay z's girlfriend in the music video for the song, which would further fuel speculation of their relationship. on april 4, 2008, beyonce and jay z were married without publicity. as of april 2014, the couple have sold a combined 300 million records together. the couple are known for their private relationship, although they have appeared to become more relaxed in recent years. beyonce suffered a miscarriage in 2010 or 2011, describing it as "" the saddest thing "" she had ever endured. she returned to the studio and wrote music in order to cope with the loss. in april 2011, beyonce and jay z traveled to paris in order to shoot the album cover for her 4, and unexpectedly became pregnant in paris.",miscarriage
76,"Beyoncé is believed to have first started a relationship with Jay Z after a collaboration on ""'03 Bonnie & Clyde"", which appeared on his seventh album The Blueprint 2: The Gift & The Curse (2002). Beyoncé appeared as Jay Z's girlfriend in the music video for the song, which would further fuel speculation of their relationship. On April 4, 2008, Beyoncé and Jay Z were married without publicity. As of April 2014, the couple have sold a combined 300 million records together. The couple are known for their private relationship, although they have appeared to become more relaxed in recent years. Beyoncé suffered a miscarriage in 2010 or 2011, describing it as ""the saddest thing"" she had ever endured. She returned to the studio and wrote music in order to cope with the loss. In April 2011, Beyoncé and Jay Z traveled to Paris in order to shoot the album cover for her 4, and unexpectedly became pregnant in Paris.","paris. beyonce is believed to have first started a relationship with jay z after a collaboration on ""'03 bonnie & clyde "", which appeared on his seventh album the blueprint 2 : the gift & the curse ( 2002 ). beyonce appeared as jay z's girlfriend in the music video for the song, which would further fuel speculation of their relationship. on april 4, 2008, beyonce and jay z were married without publicity. as of april 2014, the couple have sold a combined 300 million records together. the couple are known for their private relationship, although they have appeared to become more relaxed in recent years. beyonce suffered a miscarriage in 2010 or 2011, describing it as "" the saddest thing "" she had ever endured. she returned to the studio and wrote music in order to cope with the loss. in april 2011, beyonce and jay z traveled to paris in order to shoot the album cover for her 4, and unexpectedly became pregnant in paris.",Paris.
77,"In August, the couple attended the 2011 MTV Video Music Awards, at which Beyoncé performed ""Love on Top"" and started the performance saying ""Tonight I want you to stand up on your feet, I want you to feel the love that's growing inside of me"". At the end of the performance, she dropped her microphone, unbuttoned her blazer and rubbed her stomach, confirming her pregnancy she had alluded to earlier in the evening. Her appearance helped that year's MTV Video Music Awards become the most-watched broadcast in MTV history, pulling in 12.4 million viewers; the announcement was listed in Guinness World Records for ""most tweets per second recorded for a single event"" on Twitter, receiving 8,868 tweets per second and ""Beyonce pregnant"" was the most Googled term the week of August 29, 2011.","mtv video music awards in august, the couple attended the 2011 mtv video music awards, at which beyonce performed "" love on top "" and started the performance saying "" tonight i want you to stand up on your feet, i want you to feel the love that's growing inside of me "". at the end of the performance, she dropped her microphone, unbuttoned her blazer and rubbed her stomach, confirming her pregnancy she had alluded to earlier in the evening. her appearance helped that year's mtv video music awards become the most - watched broadcast in mtv history, pulling in 12. 4 million viewers ; the announcement was listed in guinness world records for "" most tweets per second recorded for a single event "" on twitter, receiving 8, 868 tweets per second and "" beyonce pregnant "" was the most googled term the week of august 29, 2011.",MTV Video Music Awards
78,"In August, the couple attended the 2011 MTV Video Music Awards, at which Beyoncé performed ""Love on Top"" and started the performance saying ""Tonight I want you to stand up on your feet, I want you to feel the love that's growing inside of me"". At the end of the performance, she dropped her microphone, unbuttoned her blazer and rubbed her stomach, confirming her pregnancy she had alluded to earlier in the evening. Her appearance helped that year's MTV Video Music Awards become the most-watched broadcast in MTV history, pulling in 12.4 million viewers; the announcement was listed in Guinness World Records for ""most tweets per second recorded for a single event"" on Twitter, receiving 8,868 tweets per second and ""Beyonce pregnant"" was the most Googled term the week of August 29, 2011.","her pregnancy in august, the couple attended the 2011 mtv video music awards, at which beyonce performed "" love on top "" and started the performance saying "" tonight i want you to stand up on your feet, i want you to feel the love that's growing inside of me "". at the end of the performance, she dropped her microphone, unbuttoned her blazer and rubbed her stomach, confirming her pregnancy she had alluded to earlier in the evening. her appearance helped that year's mtv video music awards become the most - watched broadcast in mtv history, pulling in 12. 4 million viewers ; the announcement was listed in guinness world records for "" most tweets per second recorded for a single event "" on twitter, receiving 8, 868 tweets per second and "" beyonce pregnant "" was the most googled term the week of august 29, 2011.",her pregnancy
79,"In August, the couple attended the 2011 MTV Video Music Awards, at which Beyoncé performed ""Love on Top"" and started the performance saying ""Tonight I want you to stand up on your feet, I want you to feel the love that's growing inside of me"". At the end of the performance, she dropped her microphone, unbuttoned her blazer and rubbed her stomach, confirming her pregnancy she had alluded to earlier in the evening. Her appearance helped that year's MTV Video Music Awards become the most-watched broadcast in MTV history, pulling in 12.4 million viewers; the announcement was listed in Guinness World Records for ""most tweets per second recorded for a single event"" on Twitter, receiving 8,868 tweets per second and ""Beyonce pregnant"" was the most Googled term the week of August 29, 2011.","12. 4 million in august, the couple attended the 2011 mtv video music awards, at which beyonce performed "" love on top "" and started the performance saying "" tonight i want you to stand up on your feet, i want you to feel the love that's growing inside of me "". at the end of the performance, she dropped her microphone, unbuttoned her blazer and rubbed her stomach, confirming her pregnancy she had alluded to earlier in the evening. her appearance helped that year's mtv video music awards become the most - watched broadcast in mtv history, pulling in 12. 4 million viewers ; the announcement was listed in guinness world records for "" most tweets per second recorded for a single event "" on twitter, receiving 8, 868 tweets per second and "" beyonce pregnant "" was the most googled term the week of august 29, 2011.",12.4 million
80,"In August, the couple attended the 2011 MTV Video Music Awards, at which Beyoncé performed ""Love on Top"" and started the performance saying ""Tonight I want you to stand up on your feet, I want you to feel the love that's growing inside of me"". At the end of the performance, she dropped her microphone, unbuttoned her blazer and rubbed her stomach, confirming her pregnancy she had alluded to earlier in the evening. Her appearance helped that year's MTV Video Music Awards become the most-watched broadcast in MTV history, pulling in 12.4 million viewers; the announcement was listed in Guinness World Records for ""most tweets per second recorded for a single event"" on Twitter, receiving 8,868 tweets per second and ""Beyonce pregnant"" was the most Googled term the week of August 29, 2011.","2011 mtv video music awards in august, the couple attended the 2011 mtv video music awards, at which beyonce performed "" love on top "" and started the performance saying "" tonight i want you to stand up on your feet, i want you to feel the love that's growing inside of me "". at the end of the performance, she dropped her microphone, unbuttoned her blazer and rubbed her stomach, confirming her pregnancy she had alluded to earlier in the evening. her appearance helped that year's mtv video music awards become the most - watched broadcast in mtv history, pulling in 12. 4 million viewers ; the announcement was listed in guinness world records for "" most tweets per second recorded for a single event "" on twitter, receiving 8, 868 tweets per second and "" beyonce pregnant "" was the most googled term the week of august 29, 2011.",2011 MTV Video Music Awards
81,"In August, the couple attended the 2011 MTV Video Music Awards, at which Beyoncé performed ""Love on Top"" and started the performance saying ""Tonight I want you to stand up on your feet, I want you to feel the love that's growing inside of me"". At the end of the performance, she dropped her microphone, unbuttoned her blazer and rubbed her stomach, confirming her pregnancy she had alluded to earlier in the evening. Her appearance helped that year's MTV Video Music Awards become the most-watched broadcast in MTV history, pulling in 12.4 million viewers; the announcement was listed in Guinness World Records for ""most tweets per second recorded for a single event"" on Twitter, receiving 8,868 tweets per second and ""Beyonce pregnant"" was the most Googled term the week of August 29, 2011.","her appearance in august, the couple attended the 2011 mtv video music awards, at which beyonce performed "" love on top "" and started the performance saying "" tonight i want you to stand up on your feet, i want you to feel the love that's growing inside of me "". at the end of the performance, she dropped her microphone, unbuttoned her blazer and rubbed her stomach, confirming her pregnancy she had alluded to earlier in the evening. her appearance helped that year's mtv video music awards become the most - watched broadcast in mtv history, pulling in 12. 4 million viewers ; the announcement was listed in guinness world records for "" most tweets per second recorded for a single event "" on twitter, receiving 8, 868 tweets per second and "" beyonce pregnant "" was the most googled term the week of august 29, 2011.",Her appearance
82,"In August, the couple attended the 2011 MTV Video Music Awards, at which Beyoncé performed ""Love on Top"" and started the performance saying ""Tonight I want you to stand up on your feet, I want you to feel the love that's growing inside of me"". At the end of the performance, she dropped her microphone, unbuttoned her blazer and rubbed her stomach, confirming her pregnancy she had alluded to earlier in the evening. Her appearance helped that year's MTV Video Music Awards become the most-watched broadcast in MTV history, pulling in 12.4 million viewers; the announcement was listed in Guinness World Records for ""most tweets per second recorded for a single event"" on Twitter, receiving 8,868 tweets per second and ""Beyonce pregnant"" was the most Googled term the week of August 29, 2011.","most tweets per second in august, the couple attended the 2011 mtv video music awards, at which beyonce performed "" love on top "" and started the performance saying "" tonight i want you to stand up on your feet, i want you to feel the love that's growing inside of me "". at the end of the performance, she dropped her microphone, unbuttoned her blazer and rubbed her stomach, confirming her pregnancy she had alluded to earlier in the evening. her appearance helped that year's mtv video music awards become the most - watched broadcast in mtv history, pulling in 12. 4 million viewers ; the announcement was listed in guinness world records for "" most tweets per second recorded for a single event "" on twitter, receiving 8, 868 tweets per second and "" beyonce pregnant "" was the most googled term the week of august 29, 2011.",most tweets per second
83,"In August, the couple attended the 2011 MTV Video Music Awards, at which Beyoncé performed ""Love on Top"" and started the performance saying ""Tonight I want you to stand up on your feet, I want you to feel the love that's growing inside of me"". At the end of the performance, she dropped her microphone, unbuttoned her blazer and rubbed her stomach, confirming her pregnancy she had alluded to earlier in the evening. Her appearance helped that year's MTV Video Music Awards become the most-watched broadcast in MTV history, pulling in 12.4 million viewers; the announcement was listed in Guinness World Records for ""most tweets per second recorded for a single event"" on Twitter, receiving 8,868 tweets per second and ""Beyonce pregnant"" was the most Googled term the week of August 29, 2011.","beyonce pregnant in august, the couple attended the 2011 mtv video music awards, at which beyonce performed "" love on top "" and started the performance saying "" tonight i want you to stand up on your feet, i want you to feel the love that's growing inside of me "". at the end of the performance, she dropped her microphone, unbuttoned her blazer and rubbed her stomach, confirming her pregnancy she had alluded to earlier in the evening. her appearance helped that year's mtv video music awards become the most - watched broadcast in mtv history, pulling in 12. 4 million viewers ; the announcement was listed in guinness world records for "" most tweets per second recorded for a single event "" on twitter, receiving 8, 868 tweets per second and "" beyonce pregnant "" was the most googled term the week of august 29, 2011.",Beyonce pregnant
84,"In August, the couple attended the 2011 MTV Video Music Awards, at which Beyoncé performed ""Love on Top"" and started the performance saying ""Tonight I want you to stand up on your feet, I want you to feel the love that's growing inside of me"". At the end of the performance, she dropped her microphone, unbuttoned her blazer and rubbed her stomach, confirming her pregnancy she had alluded to earlier in the evening. Her appearance helped that year's MTV Video Music Awards become the most-watched broadcast in MTV history, pulling in 12.4 million viewers; the announcement was listed in Guinness World Records for ""most tweets per second recorded for a single event"" on Twitter, receiving 8,868 tweets per second and ""Beyonce pregnant"" was the most Googled term the week of August 29, 2011.","love on top in august, the couple attended the 2011 mtv video music awards, at which beyonce performed "" love on top "" and started the performance saying "" tonight i want you to stand up on your feet, i want you to feel the love that's growing inside of me "". at the end of the performance, she dropped her microphone, unbuttoned her blazer and rubbed her stomach, confirming her pregnancy she had alluded to earlier in the evening. her appearance helped that year's mtv video music awards become the most - watched broadcast in mtv history, pulling in 12. 4 million viewers ; the announcement was listed in guinness world records for "" most tweets per second recorded for a single event "" on twitter, receiving 8, 868 tweets per second and "" beyonce pregnant "" was the most googled term the week of august 29, 2011.",Love on Top
85,"In August, the couple attended the 2011 MTV Video Music Awards, at which Beyoncé performed ""Love on Top"" and started the performance saying ""Tonight I want you to stand up on your feet, I want you to feel the love that's growing inside of me"". At the end of the performance, she dropped her microphone, unbuttoned her blazer and rubbed her stomach, confirming her pregnancy she had alluded to earlier in the evening. Her appearance helped that year's MTV Video Music Awards become the most-watched broadcast in MTV history, pulling in 12.4 million viewers; the announcement was listed in Guinness World Records for ""most tweets per second recorded for a single event"" on Twitter, receiving 8,868 tweets per second and ""Beyonce pregnant"" was the most Googled term the week of August 29, 2011.","2011 mtv video music awards in august, the couple attended the 2011 mtv video music awards, at which beyonce performed "" love on top "" and started the performance saying "" tonight i want you to stand up on your feet, i want you to feel the love that's growing inside of me "". at the end of the performance, she dropped her microphone, unbuttoned her blazer and rubbed her stomach, confirming her pregnancy she had alluded to earlier in the evening. her appearance helped that year's mtv video music awards become the most - watched broadcast in mtv history, pulling in 12. 4 million viewers ; the announcement was listed in guinness world records for "" most tweets per second recorded for a single event "" on twitter, receiving 8, 868 tweets per second and "" beyonce pregnant "" was the most googled term the week of august 29, 2011.",2011 MTV Video Music Awards
86,"In August, the couple attended the 2011 MTV Video Music Awards, at which Beyoncé performed ""Love on Top"" and started the performance saying ""Tonight I want you to stand up on your feet, I want you to feel the love that's growing inside of me"". At the end of the performance, she dropped her microphone, unbuttoned her blazer and rubbed her stomach, confirming her pregnancy she had alluded to earlier in the evening. Her appearance helped that year's MTV Video Music Awards become the most-watched broadcast in MTV history, pulling in 12.4 million viewers; the announcement was listed in Guinness World Records for ""most tweets per second recorded for a single event"" on Twitter, receiving 8,868 tweets per second and ""Beyonce pregnant"" was the most Googled term the week of August 29, 2011.","love on top in august, the couple attended the 2011 mtv video music awards, at which beyonce performed "" love on top "" and started the performance saying "" tonight i want you to stand up on your feet, i want you to feel the love that's growing inside of me "". at the end of the performance, she dropped her microphone, unbuttoned her blazer and rubbed her stomach, confirming her pregnancy she had alluded to earlier in the evening. her appearance helped that year's mtv video music awards become the most - watched broadcast in mtv history, pulling in 12. 4 million viewers ; the announcement was listed in guinness world records for "" most tweets per second recorded for a single event "" on twitter, receiving 8, 868 tweets per second and "" beyonce pregnant "" was the most googled term the week of august 29, 2011.",Love on Top
87,"In August, the couple attended the 2011 MTV Video Music Awards, at which Beyoncé performed ""Love on Top"" and started the performance saying ""Tonight I want you to stand up on your feet, I want you to feel the love that's growing inside of me"". At the end of the performance, she dropped her microphone, unbuttoned her blazer and rubbed her stomach, confirming her pregnancy she had alluded to earlier in the evening. Her appearance helped that year's MTV Video Music Awards become the most-watched broadcast in MTV history, pulling in 12.4 million viewers; the announcement was listed in Guinness World Records for ""most tweets per second recorded for a single event"" on Twitter, receiving 8,868 tweets per second and ""Beyonce pregnant"" was the most Googled term the week of August 29, 2011.","12. 4 million in august, the couple attended the 2011 mtv video music awards, at which beyonce performed "" love on top "" and started the performance saying "" tonight i want you to stand up on your feet, i want you to feel the love that's growing inside of me "". at the end of the performance, she dropped her microphone, unbuttoned her blazer and rubbed her stomach, confirming her pregnancy she had alluded to earlier in the evening. her appearance helped that year's mtv video music awards become the most - watched broadcast in mtv history, pulling in 12. 4 million viewers ; the announcement was listed in guinness world records for "" most tweets per second recorded for a single event "" on twitter, receiving 8, 868 tweets per second and "" beyonce pregnant "" was the most googled term the week of august 29, 2011.",12.4 million
88,"In August, the couple attended the 2011 MTV Video Music Awards, at which Beyoncé performed ""Love on Top"" and started the performance saying ""Tonight I want you to stand up on your feet, I want you to feel the love that's growing inside of me"". At the end of the performance, she dropped her microphone, unbuttoned her blazer and rubbed her stomach, confirming her pregnancy she had alluded to earlier in the evening. Her appearance helped that year's MTV Video Music Awards become the most-watched broadcast in MTV history, pulling in 12.4 million viewers; the announcement was listed in Guinness World Records for ""most tweets per second recorded for a single event"" on Twitter, receiving 8,868 tweets per second and ""Beyonce pregnant"" was the most Googled term the week of August 29, 2011.","beyonce pregnant in august, the couple attended the 2011 mtv video music awards, at which beyonce performed "" love on top "" and started the performance saying "" tonight i want you to stand up on your feet, i want you to feel the love that's growing inside of me "". at the end of the performance, she dropped her microphone, unbuttoned her blazer and rubbed her stomach, confirming her pregnancy she had alluded to earlier in the evening. her appearance helped that year's mtv video music awards become the most - watched broadcast in mtv history, pulling in 12. 4 million viewers ; the announcement was listed in guinness world records for "" most tweets per second recorded for a single event "" on twitter, receiving 8, 868 tweets per second and "" beyonce pregnant "" was the most googled term the week of august 29, 2011.",Beyonce pregnant
89,"On January 7, 2012, Beyoncé gave birth to a daughter, Blue Ivy Carter, at Lenox Hill Hospital in New York under heavy security. Two days later, Jay Z released ""Glory"", a song dedicated to their child, on his website Lifeandtimes.com. The song detailed the couple's pregnancy struggles, including a miscarriage Beyoncé suffered before becoming pregnant with Blue Ivy. Blue Ivy's cries are included at the end of the song, and she was officially credited as ""B.I.C."" on it. At two days old, she became the youngest person ever to appear on a Billboard chart when ""Glory"" debuted on the Hot R&B/Hip-Hop Songs chart.","lifeandtimes. com on january 7, 2012, beyonce gave birth to a daughter, blue ivy carter, at lenox hill hospital in new york under heavy security. two days later, jay z released "" glory "", a song dedicated to their child, on his website lifeandtimes. com. the song detailed the couple's pregnancy struggles, including a miscarriage beyonce suffered before becoming pregnant with blue ivy. blue ivy's cries are included at the end of the song, and she was officially credited as "" b. i. c. "" on it. at two days old, she became the youngest person ever to appear on a billboard chart when "" glory "" debuted on the hot r & b / hip - hop songs chart.",Lifeandtimes.com
90,"On January 7, 2012, Beyoncé gave birth to a daughter, Blue Ivy Carter, at Lenox Hill Hospital in New York under heavy security. Two days later, Jay Z released ""Glory"", a song dedicated to their child, on his website Lifeandtimes.com. The song detailed the couple's pregnancy struggles, including a miscarriage Beyoncé suffered before becoming pregnant with Blue Ivy. Blue Ivy's cries are included at the end of the song, and she was officially credited as ""B.I.C."" on it. At two days old, she became the youngest person ever to appear on a Billboard chart when ""Glory"" debuted on the Hot R&B/Hip-Hop Songs chart.","glory on january 7, 2012, beyonce gave birth to a daughter, blue ivy carter, at lenox hill hospital in new york under heavy security. two days later, jay z released "" glory "", a song dedicated to their child, on his website lifeandtimes. com. the song detailed the couple's pregnancy struggles, including a miscarriage beyonce suffered before becoming pregnant with blue ivy. blue ivy's cries are included at the end of the song, and she was officially credited as "" b. i. c. "" on it. at two days old, she became the youngest person ever to appear on a billboard chart when "" glory "" debuted on the hot r & b / hip - hop songs chart.",Glory
91,"On January 7, 2012, Beyoncé gave birth to a daughter, Blue Ivy Carter, at Lenox Hill Hospital in New York under heavy security. Two days later, Jay Z released ""Glory"", a song dedicated to their child, on his website Lifeandtimes.com. The song detailed the couple's pregnancy struggles, including a miscarriage Beyoncé suffered before becoming pregnant with Blue Ivy. Blue Ivy's cries are included at the end of the song, and she was officially credited as ""B.I.C."" on it. At two days old, she became the youngest person ever to appear on a Billboard chart when ""Glory"" debuted on the Hot R&B/Hip-Hop Songs chart.","blue ivy carter on january 7, 2012, beyonce gave birth to a daughter, blue ivy carter, at lenox hill hospital in new york under heavy security. two days later, jay z released "" glory "", a song dedicated to their child, on his website lifeandtimes. com. the song detailed the couple's pregnancy struggles, including a miscarriage beyonce suffered before becoming pregnant with blue ivy. blue ivy's cries are included at the end of the song, and she was officially credited as "" b. i. c. "" on it. at two days old, she became the youngest person ever to appear on a billboard chart when "" glory "" debuted on the hot r & b / hip - hop songs chart.",Blue Ivy Carter
92,"On January 7, 2012, Beyoncé gave birth to a daughter, Blue Ivy Carter, at Lenox Hill Hospital in New York under heavy security. Two days later, Jay Z released ""Glory"", a song dedicated to their child, on his website Lifeandtimes.com. The song detailed the couple's pregnancy struggles, including a miscarriage Beyoncé suffered before becoming pregnant with Blue Ivy. Blue Ivy's cries are included at the end of the song, and she was officially credited as ""B.I.C."" on it. At two days old, she became the youngest person ever to appear on a Billboard chart when ""Glory"" debuted on the Hot R&B/Hip-Hop Songs chart.","lenox hill hospital on january 7, 2012, beyonce gave birth to a daughter, blue ivy carter, at lenox hill hospital in new york under heavy security. two days later, jay z released "" glory "", a song dedicated to their child, on his website lifeandtimes. com. the song detailed the couple's pregnancy struggles, including a miscarriage beyonce suffered before becoming pregnant with blue ivy. blue ivy's cries are included at the end of the song, and she was officially credited as "" b. i. c. "" on it. at two days old, she became the youngest person ever to appear on a billboard chart when "" glory "" debuted on the hot r & b / hip - hop songs chart.",Lenox Hill Hospital
93,"On January 7, 2012, Beyoncé gave birth to a daughter, Blue Ivy Carter, at Lenox Hill Hospital in New York under heavy security. Two days later, Jay Z released ""Glory"", a song dedicated to their child, on his website Lifeandtimes.com. The song detailed the couple's pregnancy struggles, including a miscarriage Beyoncé suffered before becoming pregnant with Blue Ivy. Blue Ivy's cries are included at the end of the song, and she was officially credited as ""B.I.C."" on it. At two days old, she became the youngest person ever to appear on a Billboard chart when ""Glory"" debuted on the Hot R&B/Hip-Hop Songs chart.","glory on january 7, 2012, beyonce gave birth to a daughter, blue ivy carter, at lenox hill hospital in new york under heavy security. two days later, jay z released "" glory "", a song dedicated to their child, on his website lifeandtimes. com. the song detailed the couple's pregnancy struggles, including a miscarriage beyonce suffered before becoming pregnant with blue ivy. blue ivy's cries are included at the end of the song, and she was officially credited as "" b. i. c. "" on it. at two days old, she became the youngest person ever to appear on a billboard chart when "" glory "" debuted on the hot r & b / hip - hop songs chart.",Glory
94,"On January 7, 2012, Beyoncé gave birth to a daughter, Blue Ivy Carter, at Lenox Hill Hospital in New York under heavy security. Two days later, Jay Z released ""Glory"", a song dedicated to their child, on his website Lifeandtimes.com. The song detailed the couple's pregnancy struggles, including a miscarriage Beyoncé suffered before becoming pregnant with Blue Ivy. Blue Ivy's cries are included at the end of the song, and she was officially credited as ""B.I.C."" on it. At two days old, she became the youngest person ever to appear on a Billboard chart when ""Glory"" debuted on the Hot R&B/Hip-Hop Songs chart.","blue ivy carter on january 7, 2012, beyonce gave birth to a daughter, blue ivy carter, at lenox hill hospital in new york under heavy security. two days later, jay z released "" glory "", a song dedicated to their child, on his website lifeandtimes. com. the song detailed the couple's pregnancy struggles, including a miscarriage beyonce suffered before becoming pregnant with blue ivy. blue ivy's cries are included at the end of the song, and she was officially credited as "" b. i. c. "" on it. at two days old, she became the youngest person ever to appear on a billboard chart when "" glory "" debuted on the hot r & b / hip - hop songs chart.",Blue Ivy Carter
